Brand,RAM,Storage,Camera,Battery,Display,Age,Price
Oppo,4,64,16,4713,6.8,1,23099
Oppo,6,256,32,5865,6.6,1,26721
Apple,4,64,32,3552,6.7,5,38150
Realme,8,64,48,5415,6.1,0,32400
Apple,12,128,32,4949,6.9,1,67102
Oppo,4,128,48,3906,6.7,3,11305
Samsung,8,256,108,5761,6.1,0,48400
Oppo,6,256,32,4063,6.6,1,27211
Xiaomi,8,128,12,3725,6.9,5,5000
Samsung,8,64,32,5920,6.4,0,44600
Vivo,6,256,32,5811,6.4,1,24245
Oppo,6,256,108,4472,6.7,0,35400
Realme,12,64,16,4946,6.1,3,19632
Xiaomi,8,256,48,4095,6.2,2,25938
Apple,8,256,108,3811,6.7,1,68521
Realme,6,128,48,3896,6.1,4,5000
Realme,4,64,48,3630,6.2,1,23807
Asus,12,64,32,5346,6.4,4,19468
Realme,12,64,16,4309,6.6,1,29717
Samsung,8,256,48,3501,6.8,2,36740
Xiaomi,12,64,108,4104,6.3,2,28424
Vivo,4,64,16,4620,6.3,2,19438
Samsung,12,64,16,5377,6.8,3,35005
Realme,4,64,16,4740,6.5,3,12745
Xiaomi,6,64,48,5969,6.4,5,5000
Oppo,12,128,108,4423,6.2,0,41400
Asus,8,256,12,5365,6.9,4,21704
Xiaomi,6,128,48,5940,6.4,4,16656
Apple,12,128,48,4557,6.5,5,45355
Vivo,8,64,12,4866,6.6,4,7356
Realme,6,128,32,5285,6.9,0,29600
Realme,8,256,12,5439,6.2,5,8735
Apple,12,128,48,5075,6.3,0,74400
Oppo,4,64,32,5458,6.7,5,5000
OnePlus,8,256,48,5087,6.2,5,10695
Samsung,12,128,64,3808,6.8,1,45307
Oppo,8,128,32,3934,6.4,4,13364
Asus,8,64,64,3643,6.3,3,27187
Vivo,4,128,64,5805,6.3,4,9668
Asus,4,128,64,5809,6.7,1,30802
Apple,4,64,108,5770,6.5,4,45668
Samsung,12,256,64,3533,6.4,2,38176
Realme,12,256,16,3819,6.6,5,6120
Oppo,6,64,12,5078,6.3,3,17181
Realme,4,64,48,4907,6.4,3,8156
Realme,4,128,48,4591,6.6,3,13514
Oppo,12,64,48,5412,6.5,1,32418
Samsung,8,256,48,3522,6.6,5,22155
Oppo,8,128,64,4351,6.1,4,8392
Xiaomi,4,64,48,5613,6.4,1,25119
Asus,8,128,48,4834,6.6,5,16285
Realme,6,64,64,3931,6.6,2,19382
Samsung,4,256,108,5801,6.2,0,44400
Oppo,6,256,16,4599,6.3,2,22264
Samsung,8,64,108,5066,6.6,3,31402
Samsung,4,256,108,5811,6.8,2,34278
Oppo,8,128,16,5240,6.5,3,13993
Vivo,12,256,16,4017,6.6,1,29963
Realme,6,64,64,3560,6.7,4,7980
Xiaomi,12,64,64,4291,6.9,0,40200
Xiaomi,8,128,12,5895,6.7,1,28244
OnePlus,8,128,48,4566,6.4,0,42400
Apple,8,256,48,4487,6.4,3,58187
Samsung,8,64,108,4756,6.4,1,43097
Vivo,8,256,108,3982,6.6,3,19417
Samsung,8,256,32,4476,6.4,2,31984
Xiaomi,8,128,64,4489,6.7,5,5000
Oppo,8,128,16,5856,6.5,3,14239
Realme,12,128,16,5604,6.6,1,29940
OnePlus,6,64,108,3724,6.2,1,37593
Realme,12,64,32,5730,6.1,5,9885
Samsung,6,64,32,4607,6.5,5,17420
Oppo,4,64,32,3923,6.5,2,17486
Asus,6,64,108,5419,6.7,3,27795
Asus,4,256,108,3957,6.7,4,12960
Vivo,6,256,32,5579,6.7,3,10053
OnePlus,12,64,16,4493,6.6,5,16240
OnePlus,8,128,48,4597,6.2,4,20972
Xiaomi,4,256,12,5775,6.3,5,7545
Samsung,12,128,64,4374,6.3,4,28544
Xiaomi,6,128,64,5059,6.6,5,9520
OnePlus,12,64,16,5075,6.6,3,28861
Realme,6,128,16,4332,6.8,0,28800
Realme,4,256,32,5199,6.6,3,9252
Samsung,6,256,108,4225,6.7,5,17875
Samsung,6,256,64,5963,6.6,2,31950
Realme,4,64,16,5264,6.6,3,10114
Xiaomi,8,128,64,5924,6.4,1,29769
Xiaomi,4,128,12,4367,6.2,3,12464
Xiaomi,8,256,12,5366,6.9,1,26750
Oppo,4,256,16,3540,6.2,2,18942
Apple,4,256,12,4522,6.4,2,50674
Samsung,4,64,108,5058,6.6,2,33092
OnePlus,12,64,108,5806,6.2,3,37328
OnePlus,6,256,48,4212,6.8,2,29846
Apple,6,64,108,3791,6.5,4,43976
Realme,8,256,16,3786,6.1,4,5000
OnePlus,12,64,48,4651,6.6,2,33524
Oppo,8,64,108,4673,6.4,2,27030
OnePlus,8,128,108,4869,6.2,3,33118
Apple,8,64,108,5939,6.6,4,52288
Realme,8,64,108,3573,6.4,1,28593
Xiaomi,12,64,108,5891,6.3,0,42400
Samsung,4,256,64,5771,6.6,2,32030
Xiaomi,12,256,108,5509,6.2,2,32180
Oppo,6,64,12,4090,6.3,2,20520
OnePlus,6,128,64,3619,6.6,4,21112
Asus,6,128,16,5270,6.3,0,36800
Apple,12,128,32,4735,6.7,3,60307
Vivo,6,128,48,4806,6.6,4,13388
OnePlus,6,128,108,4427,6.2,2,30742
Samsung,6,128,108,5616,6.2,0,46400
Oppo,8,128,16,4395,6.3,2,24298
Vivo,6,64,108,5276,6.5,3,15929
Xiaomi,4,128,64,3862,6.5,0,32200
Xiaomi,8,64,16,5033,6.2,1,27676
Xiaomi,8,64,64,5126,6.2,5,12155
Asus,6,256,12,5141,6.8,4,16480
Realme,4,64,64,5059,6.6,0,29200
Apple,8,64,108,5479,6.8,2,61358
Samsung,4,128,16,5386,6.6,4,23196
OnePlus,12,64,16,4254,6.3,3,28915
OnePlus,12,128,108,4948,6.5,1,44025
Samsung,8,64,48,5208,6.6,5,21445
Asus,4,64,64,4354,6.6,3,21450
Samsung,6,128,32,3926,6.5,1,36577
Samsung,12,128,64,4840,6.2,2,36676
Vivo,8,64,48,5372,6.4,0,33400
Samsung,4,64,64,4706,6.5,1,35289
Xiaomi,8,64,32,4787,6.2,2,22774
Realme,12,64,64,5428,6.8,0,37200
Asus,12,256,64,3728,6.2,5,24735
Apple,12,64,32,5839,6.2,2,62224
Realme,4,64,64,5957,6.4,2,19172
Realme,12,128,48,4985,6.5,3,19162
Asus,4,64,48,4913,6.9,4,9500
Vivo,4,64,32,3514,6.8,3,13183
Oppo,12,64,16,5475,6.6,2,28142
Xiaomi,12,128,32,4563,6.4,1,34085
Realme,6,64,64,4642,6.1,1,25692
Xiaomi,4,128,16,3666,6.9,5,5265
Vivo,12,64,32,5510,6.1,0,36600
Oppo,12,64,32,4701,6.4,2,24374
Xiaomi,4,256,108,3710,6.1,4,13480
Realme,8,256,12,5665,6.6,4,7368
Xiaomi,6,256,16,5459,6.3,3,16641
Vivo,8,64,16,4101,6.5,4,13180
Realme,12,128,48,4839,6.5,3,20212
OnePlus,4,128,64,5716,6.7,3,26258
OnePlus,4,256,64,5174,6.6,5,5000
Vivo,6,64,64,5676,6.1,2,19554
Vivo,12,64,32,5179,6.6,2,27968
Apple,6,64,64,4212,6.7,4,48640
Apple,4,256,108,5997,6.7,0,69400
Asus,12,64,12,3802,6.5,5,22340
Samsung,4,64,48,4911,6.5,2,31278
Oppo,6,64,64,3562,6.6,0,33200
Vivo,4,128,48,4834,6.8,5,5000
Xiaomi,8,64,16,4933,6.4,4,15924
Realme,12,256,32,5181,6.3,0,35600
Oppo,8,64,32,4204,6.5,0,33600
Apple,4,256,16,4811,6.3,2,51340
OnePlus,12,64,64,4102,6.2,3,29356
Realme,12,128,32,5903,6.3,2,25394
Samsung,12,128,12,4824,6.6,0,47600
Oppo,8,256,64,5190,6.7,2,21662
Vivo,6,256,12,4014,6.9,0,29600
Xiaomi,6,256,12,4157,6.5,5,9650
Xiaomi,12,128,108,5186,6.5,3,24052
Vivo,6,128,12,4539,6.5,1,23823
Realme,12,64,12,5823,6.3,3,16942
Realme,12,64,48,5820,6.9,3,23983
Apple,4,64,16,5838,6.4,0,64800
Asus,6,256,12,4149,6.5,2,23486
OnePlus,8,256,32,5719,6.8,2,33026
Samsung,4,128,16,5412,6.4,2,31184
Oppo,12,256,12,5131,6.6,3,17040
Asus,6,64,108,5644,6.3,0,41400
Apple,6,64,16,3662,6.8,2,53022
Apple,8,64,16,5079,6.8,5,35035
Realme,12,128,16,5424,6.4,1,29660
Realme,6,256,32,5933,6.4,1,24675
Samsung,8,128,48,4174,6.2,2,35820
Asus,6,256,64,4599,6.8,4,23160
Oppo,12,256,12,5028,6.7,1,31445
Samsung,4,64,108,5171,6.2,3,31875
Vivo,8,256,108,5986,6.3,4,12008
Xiaomi,12,256,48,3689,6.5,1,32914
Vivo,12,64,16,3590,6.5,2,25584
Vivo,12,128,16,3896,6.6,5,12800
Samsung,8,128,16,4703,6.2,0,43800
Oppo,12,256,32,5141,6.6,3,18229
Oppo,12,64,108,4050,6.5,4,20284
Oppo,8,64,12,4968,6.7,3,19814
OnePlus,12,128,64,5090,6.1,2,34030
Vivo,4,64,64,5984,6.2,5,5000
OnePlus,4,128,32,5642,6.1,1,33181
Asus,6,256,16,3932,6.2,4,12028
Samsung,6,256,16,5057,6.8,1,35262
Realme,4,64,12,4528,6.1,3,13094
Samsung,12,128,12,5478,6.3,2,35396
Apple,12,256,32,5917,6.9,3,55231
Xiaomi,8,256,108,3518,6.6,3,19956
Oppo,8,64,48,5817,6.3,1,28252
Vivo,12,128,108,5717,6.8,4,15432
Vivo,12,256,108,5050,6.8,2,29926
Realme,8,128,16,5420,6.8,5,5000
Xiaomi,12,64,48,5808,6.9,5,6900
OnePlus,8,128,108,5072,6.3,5,14195
Asus,6,256,48,5233,6.3,3,22128
Samsung,8,256,108,5344,6.6,5,28070
OnePlus,6,256,64,4721,6.5,5,9770
Realme,4,64,48,3650,6.8,2,17084
Xiaomi,4,128,48,5227,6.5,1,26250
Oppo,12,256,16,4164,6.3,4,12312
Apple,12,256,12,4492,6.2,1,65836
Vivo,8,128,32,4778,6.6,3,11783
Samsung,4,256,32,5471,6.7,5,18280
Samsung,8,128,32,4204,6.5,5,15810
OnePlus,8,128,16,4560,6.4,4,22256
Realme,6,64,32,4027,6.5,3,12866
Apple,8,64,32,4509,6.4,4,51308
OnePlus,6,64,12,5650,6.8,1,32079
Apple,6,256,48,4658,6.3,4,50808
Vivo,8,64,16,3608,6.8,0,31800
Realme,8,128,12,4690,6.1,5,5000
OnePlus,8,256,48,4916,6.2,0,42400
OnePlus,8,64,32,3913,6.7,0,41600
Realme,8,256,16,5602,6.6,5,7725
OnePlus,8,128,108,5302,6.1,4,17936
OnePlus,6,256,108,3559,6.9,1,37313
Oppo,8,64,64,5289,6.6,3,18577
OnePlus,6,64,48,4181,6.4,3,19934
Samsung,12,64,48,5354,6.2,1,45034
Apple,12,64,108,3614,6.4,4,49468
Oppo,8,256,12,5665,6.5,3,13832
Vivo,12,128,16,5966,6.3,1,29562
Realme,4,256,12,5989,6.8,4,5704
Samsung,4,128,108,5125,6.5,4,26968
OnePlus,8,256,32,3913,6.7,0,41600
Apple,12,256,16,5803,6.6,3,54785
Vivo,8,256,108,4427,6.7,2,23338
Realme,8,256,64,3838,6.8,3,13028
Oppo,6,128,32,5998,6.3,1,25390
Realme,6,256,48,4078,6.6,2,21550
Xiaomi,12,256,64,3807,6.4,2,28478
Xiaomi,8,64,16,3554,6.3,5,5000
Apple,4,64,32,4577,6.2,5,33800
Xiaomi,4,256,32,4758,6.7,1,26059
Realme,8,256,16,4542,6.3,5,5000
Samsung,8,64,16,5346,6.9,2,35380
Oppo,6,64,108,4836,6.8,2,25218
Apple,12,64,64,5382,6.2,4,54340
Xiaomi,4,256,108,4756,6.2,3,18212
Samsung,8,256,16,5449,6.5,2,31228
Oppo,8,64,12,5647,6.1,4,12116
Asus,12,128,12,4324,6.8,3,26214
OnePlus,6,256,48,4987,6.6,2,28010
Xiaomi,4,128,16,5398,6.4,0,29800
Asus,6,64,16,3651,6.4,0,36800
Asus,12,64,16,5388,6.8,0,42800
Oppo,8,256,108,5386,6.3,3,16817
Samsung,8,256,48,3705,6.4,1,39326
Samsung,4,256,32,5942,6.7,5,18820
Oppo,4,256,32,5059,6.7,0,29600
Realme,8,256,16,3643,6.4,0,30800
Xiaomi,12,128,32,3523,6.2,5,11535
Oppo,12,256,108,4094,6.1,4,17160
Realme,6,128,108,4282,6.8,3,18748
Asus,6,256,108,4959,6.3,4,23536
Realme,6,256,16,4030,6.6,5,5000
Realme,6,256,48,4769,6.2,0,30400
Oppo,8,128,108,5328,6.8,2,25038
Oppo,8,64,108,5843,6.4,4,19768
Apple,8,256,48,3778,6.1,5,45650
Realme,12,64,64,4318,6.7,1,32538
Samsung,6,256,48,5206,6.5,2,32478
Realme,12,128,16,4098,6.5,5,5000
Oppo,4,128,16,4011,6.3,1,24647
Samsung,12,64,108,4979,6.2,3,36029
Samsung,4,128,108,4321,6.7,3,27891
Apple,6,256,12,5964,6.6,4,49180
OnePlus,4,256,32,4515,6.4,5,11510
Vivo,4,128,48,4211,6.6,1,23381
Apple,6,128,64,3937,6.4,4,52404
Oppo,4,64,32,5749,6.3,5,5000
Apple,4,256,64,5344,6.7,5,41410
Vivo,8,128,16,5289,6.3,3,11007
Asus,12,128,16,5783,6.7,3,26054
Realme,12,256,48,5634,6.4,4,17780
Realme,6,256,16,3668,6.7,5,5000
Apple,12,256,64,5162,6.4,5,49455
OnePlus,12,256,16,3871,6.5,2,34762
Vivo,6,64,64,4548,6.6,4,15760
Apple,8,128,16,5400,6.3,1,64301
Asus,6,128,64,3781,6.9,5,9590
Oppo,12,64,32,4621,6.1,0,37600
Asus,4,64,32,4748,6.6,5,6185
OnePlus,4,64,32,5531,6.8,5,5000
Realme,6,128,32,5145,6.6,2,16838
Realme,6,64,32,5750,6.3,2,19168
Xiaomi,4,256,48,4905,6.2,5,5000
Samsung,8,256,64,3947,6.9,3,29307
OnePlus,4,128,64,5246,6.8,4,18960
Apple,6,256,32,5328,6.5,0,67600
OnePlus,12,64,16,5217,6.3,2,33926
Samsung,12,128,32,4851,6.4,5,15205
Xiaomi,12,128,12,5316,6.2,0,37600
Samsung,8,256,108,3762,6.3,0,48400
Oppo,12,128,12,5620,6.3,2,22878
Oppo,6,64,12,5590,6.6,0,30600
Vivo,8,128,108,5260,6.6,1,31079
Asus,12,64,108,4432,6.1,0,47400
Realme,12,64,64,4204,6.9,4,13344
Oppo,12,256,32,4766,6.6,3,21826
Samsung,4,128,64,4265,6.4,2,31148
Samsung,12,256,64,5989,6.5,2,37362
Oppo,4,128,64,4460,6.9,0,31200
Realme,8,256,32,4119,6.7,5,5000
Xiaomi,6,128,12,5865,6.5,2,23444
Asus,12,256,32,5548,6.5,4,21240
Xiaomi,6,128,12,5463,6.9,5,5035
Samsung,8,64,12,4036,6.3,5,15655
Samsung,12,64,32,4330,6.2,3,33540
OnePlus,6,64,64,5754,6.6,4,14184
OnePlus,8,64,16,3909,6.8,5,14325
Vivo,4,256,108,3837,6.5,0,32400
Vivo,4,256,32,3701,6.3,0,28600
Xiaomi,6,128,108,5704,6.4,4,11724
Xiaomi,6,256,48,3802,6.6,1,28649
Xiaomi,12,128,108,5320,6.6,3,25945
Vivo,4,128,64,5446,6.2,1,25062
Vivo,6,128,64,5670,6.5,2,22660
Oppo,8,128,48,5420,6.7,1,28770
Apple,8,64,64,4107,6.4,1,64658
Xiaomi,6,256,64,5988,6.6,0,34200
Realme,12,64,32,5166,6.2,3,18092
Asus,4,256,48,5892,6.1,5,12365
OnePlus,12,64,32,4025,6.6,5,19525
Vivo,6,256,12,4841,6.9,4,5000
Samsung,4,64,16,4405,6.6,3,25847
Oppo,8,256,108,5246,6.8,5,5000
Vivo,6,64,108,3683,6.5,1,29306
Apple,4,64,16,4083,6.7,3,48465
Xiaomi,8,64,16,4655,6.5,4,17440
Realme,12,64,108,5080,6.6,1,33637
Apple,8,256,108,3806,6.6,3,61265
Samsung,4,128,32,3973,6.8,3,21940
OnePlus,6,64,108,5483,6.7,5,10615
Oppo,4,128,48,5084,6.2,1,24507
Asus,6,128,48,4472,6.8,2,26718
Oppo,4,256,16,5523,6.1,2,19362
Oppo,6,128,64,5271,6.8,5,9870
Apple,4,64,64,4824,6.2,3,48564
Realme,8,64,108,4308,6.6,4,15056
Xiaomi,4,256,48,4889,6.4,5,5000
Asus,6,256,16,5670,6.6,3,22916
Apple,4,256,12,3769,6.7,0,64600
Realme,6,128,16,5424,6.7,0,28800
Xiaomi,12,128,108,4141,6.9,2,34334
Oppo,8,256,32,3629,6.3,0,33600
Samsung,8,256,48,4576,6.7,5,21235
OnePlus,8,64,64,5833,6.6,3,29004
Oppo,4,256,32,5151,6.6,2,17916
Realme,12,128,64,4542,6.4,0,37200
Realme,12,128,108,3591,6.5,2,30834
OnePlus,6,256,12,4652,6.8,1,34466
Xiaomi,4,128,32,5084,6.9,0,30600
Vivo,8,128,64,4939,6.6,0,34200
Asus,12,256,108,4139,6.6,4,20516
Asus,8,256,12,4334,6.1,3,22487
Xiaomi,6,256,32,4599,6.7,1,27071
Oppo,8,64,108,4878,6.7,1,33178
Realme,12,128,64,4073,6.8,1,31794
Asus,4,64,64,4292,6.8,4,15376
Samsung,4,256,48,4377,6.6,3,24387
Oppo,12,256,108,5539,6.1,2,30780
Realme,8,64,64,5790,6.4,4,15444
Asus,8,128,32,5195,6.3,4,11668
Samsung,8,256,64,4170,6.2,4,25840
Oppo,6,256,108,5685,6.9,2,23508
Vivo,12,64,32,3885,6.4,5,6370
Vivo,6,128,48,5091,6.4,5,7765
Apple,6,256,32,4163,6.2,1,61063
Xiaomi,4,256,32,5342,6.1,3,17139
Asus,6,64,48,5134,6.3,3,24117
Samsung,4,128,16,4977,6.7,2,26150
Oppo,4,256,16,5921,6.9,2,19028
Vivo,8,64,108,5219,6.8,1,29652
Xiaomi,6,128,108,4249,6.9,3,17902
OnePlus,6,64,32,3924,6.8,5,13800
Samsung,6,128,32,5962,6.2,3,28374
Oppo,6,64,12,5912,6.8,0,30600
Oppo,6,256,108,4879,6.7,5,14415
Realme,4,128,48,5652,6.3,5,5000
Oppo,4,128,16,5233,6.4,2,20018
Samsung,8,128,16,4402,6.3,0,43800
Asus,4,256,32,4333,6.8,4,16568
Oppo,6,64,64,5304,6.2,3,12476
Xiaomi,8,128,32,5801,6.8,4,10300
Vivo,8,64,48,5745,6.7,3,20341
Asus,12,128,64,5303,6.1,5,24055
Xiaomi,6,128,48,5909,6.4,1,28386
Samsung,12,64,108,3828,6.1,3,39470
Samsung,6,256,48,4818,6.1,1,37647
Apple,8,256,48,4528,6.6,2,61808
Samsung,4,256,16,4371,6.2,4,14856
Xiaomi,8,64,12,4168,6.6,5,12965
Vivo,6,64,64,5626,6.8,5,7885
Asus,6,128,108,4206,6.2,5,19500
OnePlus,6,256,48,4435,6.5,2,29076
OnePlus,12,128,16,4514,6.4,5,21225
OnePlus,6,128,12,4836,6.6,5,12430
Oppo,6,128,108,3508,6.3,3,22275
Vivo,4,128,16,5865,6.3,2,14148
Samsung,12,128,48,5222,6.4,0,49400
Xiaomi,12,256,48,3542,6.1,3,22102
Samsung,8,64,108,4421,6.4,5,23205
Apple,6,64,64,3536,6.6,1,62693
Vivo,4,256,64,5949,6.3,0,30200
Xiaomi,12,64,108,3632,6.3,3,27796
Xiaomi,8,128,48,3650,6.2,4,17856
OnePlus,4,128,64,5039,6.1,5,18605
Samsung,4,256,64,5568,6.4,2,31196
Oppo,8,256,12,4805,6.4,3,16223
OnePlus,8,128,108,4042,6.6,3,27274
Oppo,12,64,64,4895,6.4,4,15884
Xiaomi,6,64,108,3931,6.3,3,17254
Oppo,12,64,48,5824,6.2,1,33014
Realme,8,128,48,5775,6.6,5,5045
OnePlus,4,64,32,5798,6.7,0,37600
Realme,4,128,12,5855,6.5,5,5000
Samsung,8,128,108,4187,6.7,0,48400
Vivo,8,256,32,4450,6.8,4,6932
OnePlus,8,128,64,4586,6.3,2,32222
Xiaomi,6,128,48,3850,6.9,0,33400
Xiaomi,6,64,32,5691,6.4,1,26618
Realme,4,128,108,4359,6.4,2,21732
Xiaomi,4,128,108,4272,6.6,3,21620
Apple,6,256,12,5079,6.6,3,51777
Asus,12,128,12,4405,6.5,2,32278
Asus,6,64,64,4464,6.2,3,20234
Samsung,6,128,48,4786,6.7,4,21764
Realme,4,64,48,5470,6.2,4,5340
Xiaomi,8,256,64,4454,6.9,1,31723
Vivo,6,64,108,5013,6.8,2,21754
Asus,4,256,16,3818,6.8,3,21669
Xiaomi,6,256,12,5327,6.5,4,5000
Xiaomi,12,64,12,3646,6.8,4,13224
Apple,6,128,64,3577,6.7,2,56996
Oppo,6,256,16,5199,6.9,1,26213
Samsung,8,128,12,3615,6.7,5,13490
Asus,8,256,48,5314,6.5,1,36129
Oppo,12,256,108,5552,6.1,3,29277
Asus,8,256,48,4378,6.2,2,28660
Realme,6,128,16,5037,6.3,4,5000
Asus,12,128,12,4369,6.6,0,42600
Samsung,4,256,108,5517,6.8,2,34972
Realme,8,128,32,5803,6.5,1,25692
OnePlus,12,128,12,5166,6.1,4,18972
Samsung,6,64,32,4626,6.4,2,33924
Realme,12,128,64,5218,6.5,2,25750
Samsung,4,64,108,3574,6.1,3,24582
Samsung,4,128,16,5699,6.1,4,13400
OnePlus,6,128,108,5565,6.8,2,34078
Xiaomi,8,128,12,5156,6.3,3,20532
Samsung,8,256,16,4117,6.2,2,32824
Apple,8,64,48,4596,6.3,5,41895
Samsung,12,128,64,5416,6.4,3,30154
Xiaomi,6,256,108,3574,6.3,2,25924
Apple,12,256,108,3965,6.1,5,45185
Vivo,8,128,12,4531,6.5,5,5000
Oppo,8,128,48,4772,6.6,5,6690
Vivo,12,256,64,4113,6.8,0,38200
Xiaomi,8,128,48,5369,6.5,4,15444
Vivo,8,64,32,3920,6.7,1,27983
Samsung,6,64,12,4538,6.2,0,41600
Oppo,8,256,16,4016,6.6,4,8144
OnePlus,8,128,12,5770,6.3,2,29310
Vivo,4,64,32,5212,6.6,5,5000
Vivo,6,64,16,4781,6.5,2,19050
Xiaomi,12,128,16,5690,6.6,5,5000
Samsung,8,64,64,5507,6.2,4,24468
Apple,8,128,12,5835,6.9,0,68600
Oppo,12,128,108,4871,6.6,4,18368
Apple,8,64,64,3654,6.4,4,43948
Asus,6,64,48,5934,6.2,4,20876
Xiaomi,12,256,12,3852,6.4,2,29268
Vivo,4,64,16,5673,6.5,3,7142
Asus,12,256,64,4181,6.3,1,39267
Samsung,12,128,64,5266,6.2,2,39682
Realme,8,128,64,5071,6.3,1,28957
Apple,8,256,16,4917,6.7,2,59030
Vivo,12,256,108,4030,6.8,2,27460
Realme,4,256,64,4919,6.5,3,8968
Asus,8,256,16,5386,6.5,4,19300
Xiaomi,6,256,16,5778,6.4,1,26384
Samsung,6,256,12,4143,6.8,2,27808
OnePlus,6,256,64,5406,6.4,0,41200
Vivo,8,64,108,5615,6.6,3,18289
Samsung,4,128,64,3785,6.3,2,33316
Xiaomi,12,64,16,3920,6.5,4,10224
Realme,4,128,108,5723,6.8,5,5000
OnePlus,6,64,12,5936,6.6,0,38600
Oppo,12,128,108,5075,6.2,5,8310
Apple,8,128,12,5812,6.9,1,62089
Vivo,4,256,16,4720,6.3,4,5000
Xiaomi,4,128,48,4678,6.3,3,18518
Realme,12,256,16,3559,6.2,5,10200
Asus,6,64,48,5422,6.4,4,13364
Oppo,6,128,16,5841,6.3,1,25856
OnePlus,4,256,12,4666,6.2,4,9324
Apple,4,128,32,4333,6.5,4,42172
Samsung,4,256,16,3993,6.5,0,39800
Samsung,6,64,108,4639,6.7,5,21835
Asus,6,64,108,5619,6.5,3,26100
Realme,6,128,12,5544,6.1,3,9691
Samsung,8,64,16,4400,6.2,1,39380
OnePlus,12,256,108,5994,6.4,3,29669
Realme,4,64,64,5743,6.4,2,19266
OnePlus,12,64,12,4777,6.9,3,29531
OnePlus,8,256,64,5384,6.2,3,24462
OnePlus,6,64,32,4735,6.7,4,20868
Apple,12,256,48,4105,6.2,4,55152
Asus,8,64,32,4553,6.4,5,14150
Realme,8,128,16,4528,6.6,5,9680
Realme,8,256,64,5568,6.5,5,5000
Oppo,4,128,12,4149,6.6,5,5000
Asus,12,64,108,5969,6.7,2,35570
Realme,8,128,48,4470,6.2,3,11757
Asus,12,128,32,5465,6.7,1,37831
Vivo,6,128,108,5501,6.9,2,20954
Realme,12,128,108,5745,6.3,5,18090
Samsung,12,64,32,4353,6.3,0,48600
OnePlus,8,64,108,5425,6.8,2,35504
OnePlus,12,128,32,4284,6.5,3,32160
Vivo,4,256,108,3796,6.5,2,23712
Xiaomi,12,256,32,5570,6.5,1,32770
Asus,8,64,12,5403,6.4,2,29312
Vivo,8,64,64,4463,6.2,5,10005
Apple,4,64,16,5549,6.6,3,45465
Asus,8,256,64,3518,6.8,2,27812
Apple,6,64,108,3787,6.8,4,48832
Asus,6,256,64,3607,6.5,2,29948
Realme,12,64,64,5158,6.2,3,17007
Xiaomi,12,128,108,4828,6.3,4,20140
OnePlus,4,256,64,5488,6.4,2,29506
Asus,12,128,16,4970,6.8,5,16615
Asus,6,256,48,5024,6.6,4,15696
Realme,6,64,48,4537,6.3,2,16740
Samsung,12,64,32,4471,6.2,0,48600
Vivo,4,256,108,3938,6.5,5,5000
OnePlus,12,256,32,4875,6.5,3,32040
Apple,12,64,16,4431,6.4,3,57275
Apple,12,128,64,3833,6.9,3,56303
OnePlus,8,128,12,4016,6.5,5,10990
Vivo,6,256,48,5710,6.4,3,10622
OnePlus,4,128,16,5530,6.9,4,12104
Vivo,6,128,64,5953,6.2,1,27118
Asus,12,128,48,3570,6.3,5,23625
Oppo,8,128,12,4469,6.4,5,5000
Samsung,12,256,108,5814,6.2,4,35220
Asus,12,128,16,4741,6.6,0,42800
Oppo,6,128,12,4604,6.2,5,8815
Apple,8,256,48,3755,6.7,2,59960
Samsung,12,128,64,5048,6.6,4,23472
Apple,8,64,108,3879,6.1,3,59156
Realme,8,64,64,5228,6.6,5,5000
Xiaomi,6,256,32,5317,6.3,5,8045
Vivo,6,256,64,5125,6.4,5,9400
Oppo,4,128,64,3835,6.2,4,14628
Vivo,4,256,64,3823,6.6,1,24901
Xiaomi,8,64,108,3947,6.5,4,13648
Oppo,8,128,48,4441,6.8,4,18080
Samsung,8,64,32,4379,6.9,5,21715
Oppo,6,128,32,5017,6.7,2,21162
Vivo,12,256,64,4412,6.4,3,22858
Apple,12,128,64,3798,6.5,1,68845
OnePlus,8,64,48,4953,6.8,4,19252
Oppo,8,64,48,3778,6.5,1,29306
Oppo,12,64,64,5031,6.5,3,22724
Vivo,4,256,108,5294,6.3,2,23070
Samsung,12,64,12,3901,6.1,0,47600
Samsung,6,128,64,5360,6.8,1,38889
Asus,6,64,32,4721,6.8,1,31184
Asus,4,128,32,4160,6.6,5,11435
Asus,12,256,12,5672,6.1,2,31032
Xiaomi,12,256,32,5442,6.4,5,13320
Oppo,6,256,48,4489,6.2,2,20672
Asus,6,64,12,3931,6.5,1,32429
Samsung,6,256,64,5529,6.1,5,14245
Oppo,8,128,16,3519,6.3,4,10168
Samsung,12,256,48,5713,6.1,0,49400
Realme,8,256,64,5749,6.1,4,5576
Xiaomi,4,128,32,4627,6.4,4,12040
Vivo,4,64,108,3703,6.1,2,19120
Asus,8,128,16,5973,6.4,2,27186
Samsung,12,256,12,5849,6.2,1,42421
Xiaomi,8,64,12,5951,6.2,4,17400
Asus,12,128,48,5973,6.4,0,44400
Apple,8,64,48,4247,6.2,1,65259
Samsung,6,256,48,5627,6.8,1,38417
Xiaomi,6,128,108,4526,6.5,5,15635
Vivo,6,128,32,3689,6.7,3,13764
OnePlus,12,256,64,5765,6.2,2,33266
Realme,12,64,108,5981,6.4,1,33529
